epoch,acc,loss,val_acc,val_loss
0,0.745312511920929,0.6702983975410461,0.33125001192092896,1.5858160257339478
1,0.8346874713897705,0.41911593079566956,0.31937500834465027,1.5574660301208496
2,0.8893749713897705,0.2925678491592407,0.31312501430511475,1.5749289989471436
3,0.8990625143051147,0.26662352681159973,0.3799999952316284,1.8180629014968872
4,0.9356250166893005,0.18167497217655182,0.4637500047683716,2.2443597316741943
5,0.9384375214576721,0.17343021929264069,0.5112500190734863,1.841271996498108
6,0.9437500238418579,0.16472114622592926,0.8131250143051147,0.5628408193588257
7,0.9534375071525574,0.13029062747955322,0.971875011920929,0.08246312290430069
8,0.9624999761581421,0.10947465151548386,0.7637500166893005,0.8966163396835327
9,0.9659374952316284,0.1138487458229065,0.9787499904632568,0.06293310970067978
10,0.9728124737739563,0.08004572242498398,0.9900000095367432,0.024194322526454926
11,0.97084641456604,0.08936493843793869,0.9862499833106995,0.030595924705266953
12,0.9709374904632568,0.08708330243825912,0.9800000190734863,0.06374852359294891
13,0.9778125286102295,0.06673701852560043,0.9906250238418579,0.026747360825538635
14,0.9781249761581421,0.06255555152893066,0.9931250214576721,0.020328745245933533
15,0.9800000190734863,0.058501601219177246,0.9912499785423279,0.030831726267933846
16,0.9803125262260437,0.05547711253166199,0.9981250166893005,0.0073983632028102875
17,0.979687511920929,0.06428779661655426,0.9850000143051147,0.054494284093379974
18,0.9778125286102295,0.05513349920511246,0.9943749904632568,0.015783976763486862
19,0.9862068891525269,0.045048244297504425,0.9975000023841858,0.010029873810708523
20,0.9821875095367432,0.04925381764769554,0.9537500143051147,0.1732366532087326
21,0.9881250262260437,0.045081041753292084,0.9818750023841858,0.05651150271296501
22,0.9828125238418579,0.04755931347608566,0.9981250166893005,0.008311170153319836
23,0.9837499856948853,0.05198875069618225,0.9643750190734863,0.10032082349061966
24,0.9900000095367432,0.029208192601799965,0.9693750143051147,0.1525697559118271
25,0.9905956387519836,0.03638261556625366,0.9831249713897705,0.08733291923999786
26,0.9865624904632568,0.04331580549478531,0.996874988079071,0.010647749528288841
27,0.9862499833106995,0.03893447294831276,0.9981250166893005,0.005872388370335102
28,0.9906250238418579,0.027803154662251472,0.9950000047683716,0.029952609911561012
29,0.9862499833106995,0.03668595105409622,0.9937499761581421,0.01788564771413803
30,0.9921875,0.025193944573402405,0.987500011920929,0.03908874839544296
31,0.9906250238418579,0.027427105233073235,0.9750000238418579,0.10388413071632385
32,0.9906250238418579,0.03343132883310318,0.9925000071525574,0.053120847791433334
33,0.9921875,0.024062134325504303,0.96875,0.13244417309761047
34,0.9899686574935913,0.035712938755750656,0.9975000023841858,0.01644442044198513
35,0.9909374713897705,0.026310676708817482,0.9987499713897705,0.008366682566702366
36,0.9868749976158142,0.0455484613776207,0.9950000047683716,0.02369767241179943
37,0.9906250238418579,0.025926388800144196,0.9987499713897705,0.009085656143724918
38,0.989062488079071,0.03395341336727142,0.9981250166893005,0.0046318150125443935
39,0.9906250238418579,0.02476702630519867,0.9725000262260437,0.09821807593107224
40,0.9921875,0.027405239641666412,0.893750011920929,0.5755278468132019
41,0.9940624833106995,0.017830172553658485,0.9981250166893005,0.009849396534264088
42,0.9931250214576721,0.027139348909258842,0.996874988079071,0.021457631140947342
43,0.995312511920929,0.020526640117168427,0.9912499785423279,0.04820922017097473
44,0.9887499809265137,0.03237726166844368,0.9950000047683716,0.018021266907453537
45,0.9937499761581421,0.017795788124203682,0.9981250166893005,0.017023157328367233
46,0.9912499785423279,0.029284661635756493,0.9987499713897705,0.013371136039495468
47,0.9928125143051147,0.02401120960712433,0.9993749856948853,0.005192710552364588
48,0.9943749904632568,0.02146865800023079,1.0,0.00011263188935117796
49,0.9896875023841858,0.03154341131448746,0.9987499713897705,0.0024737250059843063
50,0.9918749928474426,0.027205482125282288,0.9993749856948853,0.004226833116263151
51,0.9940624833106995,0.016487793996930122,0.9981250166893005,0.014096439816057682
52,0.9946874976158142,0.017286039888858795,0.9993749856948853,0.004386499058455229
53,0.9906250238418579,0.03908207267522812,0.9981250166893005,0.010795055888593197
54,0.9956250190734863,0.020085372030735016,0.9993749856948853,0.0012203908991068602
55,0.9962382316589355,0.010391348041594028,0.9993749856948853,0.004909432493150234
56,0.9943749904632568,0.017525188624858856,0.9975000023841858,0.02230166830122471
