,Total Params,Training Time,Test Accuracy,Test F1 Weightet,Test Precision Weighted,Test Recall Weighted
Experimento 1,"1,375,525",00:06:08,0.9989755847703603,0.9989761262302468,0.9989819039644885,0.9989755847703603
