epoch,acc,loss,val_acc,val_loss
0,0.7746875286102295,0.5901402831077576,0.32124999165534973,1.5825566053390503
1,0.8806250095367432,0.33359137177467346,0.3400000035762787,1.5730929374694824
2,0.9096875190734863,0.23996201157569885,0.3218750059604645,1.77260160446167
3,0.9193750023841858,0.20534223318099976,0.4156250059604645,2.236504077911377
4,0.9415624737739563,0.1592753380537033,0.3618749976158142,2.878438711166382
5,0.9590625166893005,0.11601301282644272,0.5512499809265137,2.9262497425079346
6,0.9593750238418579,0.12240888923406601,0.7081249952316284,1.152342438697815
7,0.9637500047683716,0.09977219253778458,0.9768750071525574,0.05794406309723854
8,0.9684374928474426,0.08360112458467484,0.9231250286102295,0.2753838896751404
9,0.9668750166893005,0.09122154861688614,0.9868749976158142,0.039518486708402634
10,0.9771875143051147,0.06745148450136185,0.9925000071525574,0.01983012817800045
11,0.9762499928474426,0.06402768939733505,0.9468749761581421,0.180778369307518
12,0.9800000190734863,0.0595904104411602,0.9862499833106995,0.030817387625575066
13,0.9821875095367432,0.04894246906042099,0.9918749928474426,0.017963090911507607
14,0.9815624952316284,0.05149277672171593,0.9956250190734863,0.014601808972656727
15,0.9806249737739563,0.05040150508284569,0.9987499713897705,0.0046361773274838924
16,0.9853125214576721,0.04598686099052429,0.9756249785423279,0.06221729889512062
17,0.9865624904632568,0.03838279843330383,0.9787499904632568,0.04594449698925018
18,0.9821875095367432,0.05013046786189079,0.9900000095367432,0.03052362985908985
19,0.987147331237793,0.036404799669981,0.987500011920929,0.037283577024936676
20,0.987500011920929,0.042864009737968445,0.9975000023841858,0.015246032737195492
21,0.9902821183204651,0.028661509975790977,0.9900000095367432,0.0333385169506073
22,0.9878125190734863,0.03798427805304527,0.9668750166893005,0.10368357598781586
23,0.9918749928474426,0.020860180258750916,0.9925000071525574,0.018207088112831116
24,0.987500011920929,0.0434751957654953,0.9818750023841858,0.051589205861091614
25,0.9918749928474426,0.030536312609910965,0.9862499833106995,0.040097493678331375
26,0.9909374713897705,0.028870712965726852,0.9993749856948853,0.0032693548128008842
27,0.9878125190734863,0.037100017070770264,0.9962499737739563,0.009709599427878857
28,0.9921875,0.02612541988492012,0.9987499713897705,0.004461970180273056
29,0.987500011920929,0.034413546323776245,0.9912499785423279,0.02224373258650303
30,0.9962499737739563,0.01304563507437706,0.9850000143051147,0.04027697071433067
31,0.9946874976158142,0.015308183617889881,0.9956250190734863,0.016275811940431595
32,0.9925000071525574,0.02659669890999794,0.996874988079071,0.00896043237298727
33,0.9900000095367432,0.02849433571100235,0.9906250238418579,0.025756943970918655
34,0.9918749928474426,0.03542163595557213,0.9837499856948853,0.04371453821659088
35,0.9902821183204651,0.03379466012120247,0.9987499713897705,0.004140010569244623
36,0.9934375286102295,0.02415994182229042,0.9987499713897705,0.005679553374648094
37,0.9946874976158142,0.01509060524404049,0.9993749856948853,0.0034123638179153204
38,0.9927899837493896,0.022504733875393867,0.9900000095367432,0.027486978098750114
39,0.9903125166893005,0.03345196321606636,0.9900000095367432,0.023094622418284416
40,0.9900000095367432,0.030656805261969566,0.9987499713897705,0.005511458497494459
41,0.9931250214576721,0.022488897666335106,0.9987499713897705,0.004390695597976446
42,0.9928125143051147,0.0269157737493515,0.9987499713897705,0.001804038300178945
43,0.9943749904632568,0.018272291868925095,0.9962499737739563,0.008618834428489208
44,0.9940624833106995,0.020497843623161316,0.9987499713897705,0.0034186735283583403
45,0.9950000047683716,0.022870665416121483,0.9950000047683716,0.013448561541736126
46,0.9950000047683716,0.020045626908540726,0.981249988079071,0.05774359405040741
47,0.9959375262260437,0.012687386013567448,0.996874988079071,0.004423168953508139
48,0.9946874976158142,0.018810434266924858,0.9881250262260437,0.037957265973091125
49,0.9978125095367432,0.006015494931489229,0.9962499737739563,0.014225286431610584
50,0.9918749928474426,0.02545270510017872,0.9956250190734863,0.012531139887869358
51,0.9950000047683716,0.01252011302858591,0.9962499737739563,0.016949322074651718
52,0.995312511920929,0.020689742639660835,0.9918749928474426,0.033846840262413025
53,0.995312511920929,0.01600607857108116,0.9850000143051147,0.06272941827774048
54,0.9937499761581421,0.025502633303403854,0.9993749856948853,0.002924255095422268
55,0.9950000047683716,0.02050253562629223,1.0,0.00048763048835098743
56,0.995312511920929,0.02241572178900242,0.9987499713897705,0.0037761610001325607
57,0.9937499761581421,0.017625879496335983,0.9981250166893005,0.003472811309620738
58,0.9959375262260437,0.012008351273834705,0.9981250166893005,0.004662178922444582
59,0.9940438866615295,0.019014807417988777,0.9981250166893005,0.0034660513047128916
60,0.9906250238418579,0.028156662359833717,0.9993749856948853,0.0018945523770526052
61,0.9956250190734863,0.011996125802397728,0.996874988079071,0.006323961541056633
62,0.9940624833106995,0.019677164033055305,0.9937499761581421,0.023046672344207764
63,0.9952977895736694,0.020326819270849228,0.9993749856948853,0.001821101177483797
64,0.9927899837493896,0.024269450455904007,0.9962499737739563,0.009082123637199402
65,0.9965624809265137,0.01649804785847664,1.0,0.0003321813710499555
66,0.9959375262260437,0.0169234499335289,1.0,0.00010532025044085458
67,0.995312511920929,0.019791990518569946,0.9668750166893005,0.10811110585927963
68,0.9959375262260437,0.013764938339591026,0.981249988079071,0.07978101819753647
69,0.9984375238418579,0.007193002849817276,0.9937499761581421,0.038196809589862823
70,0.9950000047683716,0.02121513895690441,0.996874988079071,0.012126373127102852
71,0.996874988079071,0.015990344807505608,0.9950000047683716,0.01898457109928131
72,0.9950000047683716,0.02463468164205551,0.9881250262260437,0.04809672012925148
73,0.9952977895736694,0.013667231425642967,1.0,0.000143088647746481
74,0.9956250190734863,0.014989404939115047,0.9931250214576721,0.032075393944978714
75,0.995312511920929,0.014513630419969559,0.9987499713897705,0.01075807772576809
76,0.9965624809265137,0.009145955555140972,0.9975000023841858,0.00513583654537797
77,0.9949843287467957,0.018272947520017624,1.0,0.0003529366513248533
78,0.9965624809265137,0.011742309667170048,0.9993749856948853,0.0017563964938744903
79,0.9965624809265137,0.010049221105873585,0.9881250262260437,0.033618248999118805
80,0.9943749904632568,0.017818870022892952,1.0,8.66519840201363e-05
81,0.995312511920929,0.016671985387802124,0.9993749856948853,0.00330806290730834
82,0.9975000023841858,0.011230133473873138,0.9987499713897705,0.0036638134624809027
83,0.995611310005188,0.010043318383395672,0.996874988079071,0.006724038161337376
84,0.9959375262260437,0.01691344752907753,0.9981250166893005,0.004849232733249664
85,0.9978125095367432,0.008901696652173996,1.0,9.710524318506941e-05
