epoch,acc,loss,val_acc,val_loss
0,0.7637500166893005,0.6476131677627563,0.09125000238418579,1.6027389764785767
1,0.846875011920929,0.3869592249393463,0.1274999976158142,1.6502758264541626
2,0.8768025040626526,0.3036411702632904,0.13124999403953552,1.6979886293411255
3,0.9078124761581421,0.2432745397090912,0.3331249952316284,1.9996654987335205
4,0.9331250190734863,0.1791898012161255,0.5837500095367432,2.841254949569702
5,0.9399999976158142,0.1606094241142273,0.5393750071525574,2.4219329357147217
6,0.9487500190734863,0.13139498233795166,0.7212499976158142,1.0863770246505737
7,0.957812488079071,0.12075844407081604,0.9081249833106995,0.30650973320007324
8,0.964576780796051,0.10228117555379868,0.9700000286102295,0.09607001394033432
9,0.9637500047683716,0.10863173753023148,0.9543750286102295,0.11610087752342224
10,0.973437488079071,0.07852879166603088,0.9800000190734863,0.08949944376945496
11,0.9667711853981018,0.09470473229885101,0.9793750047683716,0.05970641225576401
12,0.9746875166893005,0.06986831873655319,0.9681249856948853,0.11096947640180588
13,0.981249988079071,0.05732647329568863,0.9906250238418579,0.035422392189502716
14,0.973437488079071,0.07250389456748962,0.949999988079071,0.23797069489955902
15,0.9787499904632568,0.06708238273859024,0.9787499904632568,0.06705889105796814
16,0.9787499904632568,0.053707823157310486,0.9862499833106995,0.04226144403219223
17,0.9828125238418579,0.04740665853023529,0.921875,0.38915276527404785
18,0.9840125441551208,0.04842421039938927,0.9862499833106995,0.03788368031382561
19,0.9831249713897705,0.04891669750213623,0.9868749976158142,0.0393550843000412
20,0.9850000143051147,0.04814770072698593,0.9375,0.23934587836265564
21,0.984375,0.050051406025886536,0.9856250286102295,0.05646093189716339
22,0.9818750023841858,0.04153735563158989,0.9906250238418579,0.03097890131175518
23,0.9858934283256531,0.038526277989149094,0.9618750214576721,0.16728569567203522
24,0.9865624904632568,0.04056502506136894,0.9837499856948853,0.042881883680820465
25,0.9881250262260437,0.035699512809515,0.8368750214576721,1.1512583494186401
26,0.9834374785423279,0.05366895720362663,0.9962499737739563,0.014786530286073685
27,0.9853125214576721,0.04568256437778473,0.9931250214576721,0.015067671425640583
28,0.9830721020698547,0.05325794219970703,0.9787499904632568,0.05327396094799042
29,0.9903125166893005,0.034635480493307114,0.971875011920929,0.10032892972230911
30,0.9858934283256531,0.04243667423725128,0.9918749928474426,0.016676802188158035
31,0.9909374713897705,0.028741516172885895,1.0,0.000767918536439538
32,0.9915624856948853,0.02461492083966732,0.9725000262260437,0.13806350529193878
33,0.9884374737739563,0.03607312962412834,0.9993749856948853,0.0037945201620459557
34,0.9921875,0.020379748195409775,0.9987499713897705,0.0022973022423684597
35,0.9912225604057312,0.031746234744787216,0.9449999928474426,0.3210007846355438
36,0.987500011920929,0.04168287664651871,0.9956250190734863,0.009092050604522228
37,0.9937499761581421,0.01945725455880165,0.9987499713897705,0.004198648501187563
38,0.9937499761581421,0.018594132736325264,0.996874988079071,0.022767184302210808
39,0.9906250238418579,0.03235027939081192,0.921875,0.37432339787483215
40,0.9881250262260437,0.03553459048271179,0.9918749928474426,0.025966959074139595
41,0.9937499761581421,0.01742812804877758,0.9975000023841858,0.005034622736275196
42,0.9925000071525574,0.031235627830028534,0.9981250166893005,0.002942567691206932
43,0.9956250190734863,0.016683261841535568,0.9993749856948853,0.0009728575241751969
44,0.9943749904632568,0.021331889554858208,0.9906250238418579,0.024269873276352882
45,0.9925000071525574,0.02824096940457821,0.9962499737739563,0.006699676625430584
46,0.9915624856948853,0.031651534140110016,0.9987499713897705,0.003916450310498476
47,0.9950000047683716,0.019438788294792175,1.0,0.0015149946557357907
48,0.9959375262260437,0.01242203451693058,0.996874988079071,0.009147529490292072
49,0.9909374713897705,0.029209785163402557,0.9962499737739563,0.023597633466124535
50,0.9925000071525574,0.03843870013952255,0.9993749856948853,0.003520261263474822
51,0.9943749904632568,0.017185626551508904,0.9937499761581421,0.01861114241182804
52,0.9928125143051147,0.02440900355577469,0.9987499713897705,0.0033304053358733654
53,0.9940624833106995,0.02338065207004547,0.9693750143051147,0.12859030067920685
54,0.9912225604057312,0.03218254819512367,0.9962499737739563,0.01344495639204979
55,0.995312511920929,0.015830721706151962,1.0,0.001458179671317339
56,0.9971874952316284,0.01292138360440731,0.9881250262260437,0.04834155738353729
57,0.9912499785423279,0.027498722076416016,0.9950000047683716,0.01992908865213394
58,0.9940624833106995,0.01743435114622116,0.996874988079071,0.008760271593928337
59,0.9956250190734863,0.019090892747044563,0.9987499713897705,0.002135487040504813
60,0.996874988079071,0.010325486771762371,0.9975000023841858,0.018362468108534813
61,0.9946874976158142,0.021878302097320557,0.9987499713897705,0.004342417232692242
